index,time,x_b,y_b,z_b,th_z,th_y,th_x,x0,y0,z0,fx0,fy0,fz0,x1,y1,z1,fx1,fy1,fz1,x2,y2,z2,fx2,fy2,fz2,x3,y3,z3,fx3,fy3,fz3
44,0.388554,0.0526098,0.0198523,0.442248,0.324421,-0.181501,-0.115254,0.573956,-0.0640684,0.217633,0,0,0,0.343841,0.287217,-5.95989e-09,-18.8178,26.447,106.381,-0.188945,-0.259282,-7.40726e-10,-59.3695,102.192,200.271,-0.215674,0.0536577,0.0175979,0,0,0
45,0.39759,0.0561092,0.0239675,0.443431,0.334225,-0.187332,-0.111945,0.585637,-0.0355261,0.221458,0,0,0,0.343841,0.287217,-5.95989e-09,-11.6975,19.612,121.863,-0.188945,-0.259282,-7.40726e-10,-49.3129,90.2543,221.335,-0.203348,0.0698474,0.0157641,0,0,0
46,0.406627,0.0594463,0.0283759,0.444738,0.342643,-0.191501,-0.105993,0.594188,-0.00617705,0.221583,0,0,0,0.343841,0.287217,-5.95989e-09,-3.10266,11.4214,140.635,-0.188945,-0.259282,-7.40726e-10,-37.1942,75.9456,246.669,-0.192001,0.0904362,0.0133911,0,0,0
47,0.415663,0.0626754,0.0330188,0.446284,0.349856,-0.19411,-0.0987218,0.600194,0.0225589,0.2191,0,0,0,0.343841,0.287217,-5.95989e-09,5.50819,3.27051,159.646,-0.188945,-0.259282,-7.40726e-10,-25.0649,61.7001,272.075,-0.181798,0.113291,0.0107344,0,0,0
48,0.424699,0.0658504,0.0378379,0.448184,0.356074,-0.195236,-0.0914955,0.604239,0.0492618,0.215102,0,0,0,0.343841,0.287217,-5.95989e-09,12.6766,-3.44516,175.848,-0.188945,-0.259282,-7.40726e-10,-14.9763,49.9514,293.358,-0.172906,0.136278,0.00804931,0,0,0
49,0.433735,0.0690161,0.0427853,0.450537,0.361484,-0.194907,-0.0854857,0.606907,0.072512,0.210682,0,0,0,0.343841,0.287217,-5.95989e-09,16.944,-7.33026,186.189,-0.188945,-0.259282,-7.40726e-10,-8.97994,43.1332,306.319,-0.165491,0.157266,0.00559123,0,0,0
50,0.442771,0.0721993,0.0478326,0.453398,0.36621,-0.1931,-0.0814437,0.608767,0.0909628,0.20689,0,0,0,0.343841,0.287217,-5.95989e-09,17.356,-7.6852,185.439,-0.188945,-0.259282,-7.40726e-10,-7.75377,41.3455,302.95,-0.159705,0.174214,0.00360428,0,0,0
51,0.451807,0.0754073,0.0529694,0.456746,0.370314,-0.189791,-0.0796015,0.610118,0.104437,0.204115,0,0,0,0.343841,0.287217,-5.95989e-09,15.5504,-6.86077,165.269,-0.188945,-0.259282,-7.40726e-10,-6.59008,36.4408,268.916,-0.155482,0.186598,0.00215238,0,0,0
52,0.460843,0.0786389,0.0581845,0.460443,0.373872,-0.185069,-0.0798496,0.611047,0.113697,0.202207,0,0,0,0.343841,0.287217,-5.95989e-09,12.4063,-5.46058,131.395,-0.188945,-0.259282,-7.40726e-10,-5.07109,28.7576,213.229,-0.15258,0.19511,0.00115448,0,0,0
53,0.46988,0.0818899,0.0634618,0.464256,0.376995,-0.179156,-0.0818585,0.611633,0.119535,0.201005,0,0,0,0.343841,0.287217,-5.95989e-09,8.60761,-3.78223,90.9385,-0.188945,-0.259282,-7.40726e-10,-3.42703,19.798,147.297,-0.150751,0.200475,0.000525482,0,0,0
